pid,process_type,priority,arrival_time,cpu_burst,io_frequency,memory_mb,num_threads
657,interactive,3,72,1,0.48,339,3
658,interactive,2,72,2,0.74,485,3
659,mixed,13,72,11,0.35,533,8
660,cpu_bound,14,72,36,0.07,1180,13
661,mixed,6,72,20,0.45,343,4
662,mixed,6,73,12,0.39,862,7
663,io_bound,2,73,2,0.69,102,4
664,io_bound,1,73,7,0.82,45,4
665,io_bound,5,74,4,0.73,163,4
666,mixed,7,74,6,0.53,811,2
667,interactive,1,74,1,0.67,150,1
668,io_bound,1,74,4,0.82,111,2
669,cpu_bound,17,74,38,0.07,1363,11
670,mixed,5,74,20,0.6,849,4
671,io_bound,9,74,6,0.9,188,4
672,interactive,2,74,4,0.49,110,3
673,mixed,10,74,18,0.49,971,3
674,interactive,1,74,2,0.51,143,3
675,mixed,13,75,19,0.45,480,7
676,cpu_bound,16,75,40,0.19,1079,14
677,cpu_bound,10,75,38,0.14,848,11
678,mixed,12,75,11,0.44,495,8
679,cpu_bound,10,75,33,0.08,820,4
680,cpu_bound,11,75,28,0.07,565,16
681,io_bound,10,75,6,0.85,214,4
682,cpu_bound,19,75,12,0.14,1608,8
683,interactive,4,75,3,0.43,436,3
684,io_bound,8,75,2,0.78,140,2
685,io_bound,6,75,2,0.92,166,4
686,cpu_bound,13,75,23,0.2,879,6
687,mixed,12,76,21,0.48,198,3
688,cpu_bound,16,76,20,0.06,1364,15
689,mixed,11,76,20,0.36,316,8
690,io_bound,7,76,4,0.7,127,2
691,io_bound,6,76,5,0.9,70,4
692,mixed,10,77,8,0.37,198,8
693,cpu_bound,16,77,40,0.08,1391,7
694,mixed,13,77,10,0.42,630,4
695,mixed,8,77,23,0.31,130,3
696,mixed,13,78,16,0.46,576,2
697,interactive,5,78,1,0.44,132,4
698,io_bound,7,78,2,0.69,254,2
699,io_bound,8,78,7,0.84,99,3
700,interactive,1,78,4,0.72,288,4
701,interactive,4,78,2,0.43,452,1
702,cpu_bound,13,78,36,0.14,1249,4
703,mixed,8,78,13,0.41,372,3
704,cpu_bound,12,78,34,0.1,1099,7
705,io_bound,6,78,1,0.71,218,4
706,io_bound,2,78,3,0.77,161,2
707,io_bound,7,78,8,0.78,53,4
708,io_bound,9,79,1,0.88,64,4
709,mixed,13,79,26,0.5,174,3
710,io_bound,4,79,1,0.86,193,1
711,interactive,1,79,3,0.55,495,2
712,cpu_bound,13,79,34,0.09,1401,13
713,cpu_bound,13,79,33,0.15,999,15
714,interactive,1,79,2,0.66,357,4
715,mixed,14,79,18,0.53,704,8
716,io_bound,3,80,6,0.69,171,4
717,mixed,11,80,21,0.49,944,3
718,io_bound,1,80,8,0.68,137,1
719,mixed,15,80,23,0.45,357,7
720,interactive,5,80,5,0.44,303,4
721,mixed,12,80,14,0.37,403,3
722,mixed,10,80,27,0.46,515,8
723,io_bound,8,80,4,0.76,238,4
724,cpu_bound,12,80,32,0.16,1028,11
725,cpu_bound,14,81,61,0.06,1733,10
726,mixed,13,81,17,0.32,703,6
727,io_bound,4,81,7,0.84,214,2
728,io_bound,7,81,3,0.72,190,4
729,mixed,13,81,17,0.49,767,3
730,interactive,2,81,1,0.61,480,3
731,mixed,13,81,6,0.38,428,4
732,interactive,2,81,1,0.75,77,2
733,cpu_bound,16,81,39,0.14,767,5
734,interactive,3,82,1,0.64,374,4
735,mixed,6,82,16,0.51,436,8
736,io_bound,10,82,2,0.69,125,4
737,io_bound,5,82,6,0.79,140,3
738,interactive,4,82,3,0.76,394,2
739,cpu_bound,15,82,24,0.14,1440,4
740,mixed,11,82,11,0.6,157,3
741,io_bound,4,82,7,0.8,212,4
742,cpu_bound,19,82,35,0.09,1255,14
743,io_bound,10,82,5,0.75,49,1
744,io_bound,4,83,1,0.66,81,4
745,mixed,15,83,10,0.44,840,5
746,mixed,6,83,19,0.43,970,3
747,mixed,14,83,20,0.45,536,6
748,io_bound,5,83,1,0.94,179,4
749,io_bound,7,83,4,0.83,249,1
750,io_bound,7,83,4,0.66,144,4
751,mixed,12,84,25,0.57,432,8
752,mixed,6,84,21,0.57,457,6
753,cpu_bound,12,84,43,0.19,2028,7
754,io_bound,6,84,5,0.94,146,4
755,mixed,14,84,9,0.49,580,7
756,mixed,12,84,23,0.49,403,6
757,interactive,2,84,1,0.48,446,3
758,mixed,10,84,13,0.5,603,5
759,io_bound,5,84,2,0.72,180,2
760,mixed,15,84,12,0.57,313,8
761,io_bound,5,84,3,0.89,200,3
762,mixed,10,85,8,0.59,598,6
763,mixed,10,85,20,0.59,945,4
764,io_bound,2,85,1,0.66,155,4
765,io_bound,9,85,2,0.67,99,4
766,interactive,1,85,3,0.6,427,4
767,interactive,2,85,4,0.53,137,4
768,io_bound,2,85,7,0.72,136,3
769,cpu_bound,19,85,39,0.11,719,4
770,interactive,1,86,1,0.57,296,3
771,cpu_bound,13,86,26,0.15,1949,14
772,mixed,14,86,26,0.38,230,8
773,interactive,3,86,2,0.76,303,1
774,io_bound,9,86,1,0.76,229,2
775,interactive,4,86,4,0.75,375,4
776,cpu_bound,12,86,30,0.06,1692,9
777,interactive,5,87,3,0.46,188,3
778,cpu_bound,20,87,29,0.06,1141,16
779,interactive,4,87,1,0.82,143,1
780,cpu_bound,18,87,29,0.16,1841,16
781,io_bound,8,87,3,0.76,248,3
782,cpu_bound,18,87,37,0.06,1832,4
783,mixed,14,88,20,0.45,377,8
784,io_bound,6,88,5,0.79,90,1
785,io_bound,1,88,1,0.75,118,1
786,cpu_bound,12,88,48,0.09,669,5
787,mixed,8,88,19,0.39,293,4
788,io_bound,4,88,1,0.82,128,4
789,cpu_bound,14,89,18,0.12,800,5
790,io_bound,4,89,1,0.8,184,1
791,interactive,2,89,4,0.58,229,4
792,mixed,12,89,23,0.4,190,6
793,mixed,11,90,27,0.37,931,8
794,io_bound,2,90,6,0.89,113,2
795,mixed,10,90,11,0.32,673,7
796,mixed,14,90,15,0.52,481,2
797,io_bound,2,90,7,0.75,187,4
798,cpu_bound,17,90,32,0.15,1856,5
799,io_bound,6,90,1,0.77,78,4
800,mixed,8,90,20,0.52,500,7
801,cpu_bound,14,90,29,0.1,1910,9
802,io_bound,9,91,1,0.79,208,1
803,mixed,7,91,18,0.39,543,2
804,io_bound,10,91,2,0.91,60,1
805,mixed,13,91,8,0.54,552,7
806,cpu_bound,12,91,22,0.09,1671,4
807,io_bound,9,91,5,0.9,63,4
808,mixed,13,91,13,0.35,458,3
809,cpu_bound,13,91,38,0.19,1809,8
810,cpu_bound,18,92,48,0.11,1082,13
811,mixed,10,92,11,0.44,175,2
812,mixed,9,92,19,0.48,779,5
813,io_bound,8,92,3,0.76,176,1
814,interactive,1,92,2,0.83,269,3
815,mixed,10,92,24,0.42,522,2
816,mixed,15,93,13,0.57,896,4
817,cpu_bound,14,93,22,0.12,666,11
818,mixed,14,93,7,0.56,881,2
819,io_bound,2,93,6,0.93,183,4
820,io_bound,7,93,7,0.76,159,3
821,interactive,3,93,4,0.84,401,2
822,io_bound,2,93,4,0.76,240,2
823,interactive,4,93,4,0.72,84,3
824,cpu_bound,13,94,47,0.11,1678,7
825,cpu_bound,12,94,36,0.16,1284,5
826,io_bound,5,94,2,0.7,121,4
827,io_bound,10,94,4,0.85,236,4
828,io_bound,9,94,1,0.83,205,2
829,io_bound,2,94,5,0.93,149,4
830,interactive,1,94,1,0.46,198,2
831,cpu_bound,19,94,35,0.07,1512,8
832,mixed,6,94,14,0.36,670,4
833,io_bound,3,94,1,0.84,251,2
834,cpu_bound,15,94,27,0.13,1760,10
835,mixed,9,95,14,0.56,846,4
836,io_bound,10,95,9,0.77,161,4
837,io_bound,5,95,5,0.73,157,1
838,io_bound,1,95,1,0.85,246,3
839,io_bound,4,95,7,0.71,256,3
840,mixed,10,95,15,0.49,848,7
841,io_bound,8,95,1,0.65,129,4
842,mixed,14,95,16,0.45,733,5
843,mixed,12,96,9,0.35,434,2
844,mixed,15,96,14,0.49,444,8
845,cpu_bound,18,96,24,0.08,571,11
846,mixed,15,96,12,0.38,226,3
847,io_bound,9,96,3,0.87,35,1
848,cpu_bound,19,97,33,0.12,739,11
849,io_bound,4,97,4,0.94,38,2
850,interactive,1,97,4,0.83,80,4
851,io_bound,9,97,8,0.92,151,1
852,interactive,3,97,3,0.8,483,4
853,mixed,6,98,24,0.32,681,8
854,interactive,5,98,4,0.7,106,4
855,mixed,14,98,9,0.48,960,2
856,interactive,2,98,1,0.56,445,3
857,mixed,15,98,4,0.37,693,5
858,interactive,1,98,3,0.43,79,1
859,mixed,12,98,18,0.46,311,4
860,cpu_bound,13,98,22,0.07,952,6
861,io_bound,2,98,2,0.85,206,2
862,io_bound,9,98,8,0.86,98,3
863,interactive,1,98,5,0.57,250,1
864,cpu_bound,13,99,59,0.18,1995,14
865,interactive,5,99,2,0.63,294,4
866,mixed,11,99,15,0.44,592,4
867,io_bound,10,100,1,0.73,42,1
868,mixed,15,100,9,0.4,533,7
869,cpu_bound,16,101,38,0.08,902,15
870,io_bound,3,101,2,0.84,118,4
871,interactive,2,101,4,0.5,88,3
872,mixed,6,101,7,0.39,948,5
873,cpu_bound,20,101,19,0.12,764,9
874,cpu_bound,15,101,29,0.18,686,7
875,io_bound,10,101,6,0.85,68,3
876,interactive,2,102,1,0.7,245,4
877,cpu_bound,12,102,23,0.09,1523,4
878,cpu_bound,11,102,34,0.07,975,12
879,mixed,6,102,12,0.58,587,3
880,interactive,3,102,2,0.41,419,1
881,cpu_bound,13,102,44,0.14,1091,15
882,mixed,7,102,8,0.37,213,4
883,mixed,9,102,23,0.49,808,3
884,io_bound,7,102,4,0.67,229,3
885,io_bound,4,103,5,0.9,102,4
886,mixed,12,103,21,0.32,772,7
887,mixed,7,103,17,0.33,800,3
888,mixed,5,103,23,0.46,907,3
889,io_bound,6,103,2,0.71,177,3
890,cpu_bound,15,103,22,0.06,1267,8
891,mixed,12,103,12,0.42,599,2
892,mixed,13,104,19,0.48,866,6
893,cpu_bound,20,104,52,0.07,535,5
894,interactive,1,104,1,0.67,366,2
895,io_bound,7,104,3,0.86,131,4
896,mixed,10,104,10,0.35,907,7
897,cpu_bound,11,104,45,0.19,1324,16
898,mixed,7,104,20,0.36,1024,2
899,interactive,5,104,2,0.72,251,1
900,mixed,12,104,18,0.5,435,2
901,mixed,15,104,21,0.48,657,6
902,io_bound,4,105,4,0.81,76,1
903,cpu_bound,18,105,27,0.07,1499,10
904,mixed,6,105,11,0.59,646,4
905,mixed,7,105,26,0.31,168,6
906,cpu_bound,13,105,29,0.12,1194,7
907,interactive,4,106,2,0.46,426,1
908,mixed,5,106,19,0.47,845,2
909,mixed,15,106,20,0.5,494,8
910,interactive,4,106,5,0.56,413,2
911,mixed,12,106,16,0.3,342,3
912,mixed,8,106,2,0.44,917,2
913,io_bound,2,106,8,0.85,105,4
914,mixed,14,106,15,0.42,236,3
915,mixed,12,107,17,0.32,420,3
916,interactive,4,107,4,0.67,352,1
917,cpu_bound,11,107,36,0.07,988,9
918,cpu_bound,17,107,38,0.12,1571,16
919,io_bound,2,107,6,0.92,109,3
920,cpu_bound,17,108,50,0.19,1130,14
921,mixed,6,108,22,0.31,1016,7
922,io_bound,5,108,2,0.65,163,2
923,cpu_bound,13,108,33,0.06,1378,6
924,cpu_bound,13,109,35,0.09,677,14
925,cpu_bound,11,109,19,0.05,1214,14
926,mixed,10,109,19,0.47,762,6
927,cpu_bound,11,109,21,0.11,878,15
928,mixed,12,109,25,0.31,288,6
929,io_bound,5,109,5,0.74,39,2
930,cpu_bound,12,109,54,0.09,1798,12
931,io_bound,2,109,5,0.65,216,2
932,interactive,2,109,3,0.46,446,4
933,cpu_bound,17,109,34,0.11,1075,10
934,io_bound,10,109,5,0.94,127,3
935,interactive,4,109,1,0.67,316,2
936,io_bound,9,109,1,0.76,90,2
937,mixed,13,109,17,0.47,847,6
938,io_bound,4,110,1,0.92,112,3
939,mixed,6,110,11,0.33,183,3
940,mixed,13,110,22,0.38,479,8
941,io_bound,3,110,11,0.94,163,1
942,interactive,2,110,4,0.52,411,3
943,interactive,2,110,3,0.58,349,2
944,interactive,3,110,2,0.78,392,2
945,mixed,8,111,15,0.36,623,4
946,mixed,6,111,21,0.53,430,8
947,mixed,11,111,18,0.44,804,4
948,io_bound,9,111,4,0.79,205,2
949,io_bound,8,111,8,0.87,37,3
950,cpu_bound,17,111,19,0.13,1200,10
951,interactive,3,111,5,0.67,88,2
952,io_bound,9,111,7,0.81,90,4
953,mixed,6,112,11,0.51,596,2
954,mixed,7,112,13,0.48,782,5
955,mixed,15,112,25,0.52,705,5
956,cpu_bound,20,112,45,0.17,672,16
957,mixed,11,112,15,0.47,401,2
958,interactive,3,112,4,0.44,350,1
959,io_bound,4,112,2,0.73,242,4
960,io_bound,1,112,8,0.84,169,1
961,cpu_bound,12,113,27,0.07,1930,16
962,cpu_bound,18,113,49,0.19,673,13
963,mixed,13,114,13,0.52,295,5
964,io_bound,6,114,6,0.73,107,4
965,interactive,2,114,2,0.7,184,1
966,interactive,5,114,1,0.56,504,2
967,cpu_bound,19,114,19,0.15,1706,12
968,mixed,14,114,18,0.32,774,7
969,interactive,5,114,2,0.7,229,2
970,mixed,11,114,18,0.32,235,8
971,io_bound,9,115,1,0.91,104,1
972,mixed,9,115,23,0.54,865,2
973,io_bound,5,115,2,0.7,98,2
974,io_bound,5,115,6,0.74,242,2
975,mixed,5,115,17,0.43,916,2
976,cpu_bound,13,115,40,0.06,1372,12
977,cpu_bound,12,115,23,0.13,1596,10
978,interactive,4,116,2,0.78,165,4
979,io_bound,5,116,5,0.74,100,1
980,cpu_bound,20,116,55,0.09,756,16
981,interactive,4,116,1,0.43,261,2
982,io_bound,2,116,1,0.77,176,2
983,io_bound,9,116,9,0.79,56,3
984,mixed,15,117,12,0.31,837,7
985,cpu_bound,11,117,39,0.15,1299,10
986,io_bound,8,117,3,0.68,78,4
987,io_bound,7,117,1,0.68,212,3
988,mixed,11,118,21,0.53,881,8
989,cpu_bound,10,118,39,0.19,555,16
990,cpu_bound,14,118,31,0.11,2028,9
991,cpu_bound,12,118,48,0.15,1844,7
992,mixed,10,119,26,0.51,546,3
993,io_bound,3,119,5,0.7,248,3
994,mixed,14,119,16,0.37,686,3
995,cpu_bound,16,119,20,0.16,542,8
996,io_bound,4,119,6,0.86,213,4
997,io_bound,5,119,1,0.68,125,3
998,mixed,14,119,25,0.36,868,7
999,io_bound,6,119,3,0.86,57,4
1000,cpu_bound,18,120,41,0.13,752,5
1001,io_bound,1,120,2,0.7,99,1
1002,io_bound,10,120,4,0.66,187,2
1003,cpu_bound,12,120,21,0.13,760,6
1004,cpu_bound,17,120,47,0.05,1364,6
1005,cpu_bound,13,121,38,0.12,1391,10
1006,cpu_bound,15,121,26,0.18,1468,12
1007,interactive,5,121,3,0.82,425,3
1008,interactive,5,121,5,0.45,341,3
1009,interactive,4,121,3,0.63,331,1
1010,io_bound,5,121,4,0.69,103,3
1011,io_bound,8,121,4,0.92,187,1
1012,mixed,5,121,21,0.59,562,7
1013,mixed,12,121,14,0.39,704,5
1014,cpu_bound,17,121,47,0.16,1191,5
1015,interactive,1,122,4,0.79,362,1
1016,cpu_bound,19,122,36,0.13,1212,6
1017,cpu_bound,20,122,35,0.1,1982,7
1018,cpu_bound,11,122,30,0.06,2028,13
1019,cpu_bound,16,122,32,0.09,978,4
1020,cpu_bound,19,123,26,0.19,687,15
1021,cpu_bound,13,123,50,0.12,1568,13
1022,mixed,9,123,17,0.49,464,5
1023,mixed,14,124,18,0.32,647,2
1024,mixed,12,124,15,0.42,603,3
1025,io_bound,6,124,1,0.76,141,3
1026,mixed,15,124,8,0.34,675,7
1027,io_bound,5,124,5,0.91,107,3
1028,cpu_bound,20,124,33,0.18,614,8
1029,cpu_bound,10,124,48,0.18,561,15
1030,io_bound,4,124,5,0.75,213,4
1031,cpu_bound,19,125,42,0.18,846,8
1032,io_bound,4,125,2,0.72,181,4
1033,mixed,6,125,15,0.53,564,7
1034,cpu_bound,17,126,38,0.17,1809,15
1035,interactive,3,126,1,0.81,325,2
1036,cpu_bound,14,126,23,0.16,1156,15
1037,mixed,5,126,19,0.33,805,5
1038,mixed,15,126,19,0.38,769,7
1039,cpu_bound,10,126,50,0.11,1508,14
1040,mixed,12,126,10,0.39,989,5
1041,cpu_bound,17,126,24,0.07,538,14
1042,cpu_bound,17,127,34,0.07,793,4
1043,cpu_bound,15,127,36,0.13,1553,11
1044,mixed,8,127,25,0.51,806,8
1045,cpu_bound,17,127,44,0.19,665,12
1046,io_bound,5,127,2,0.82,192,4
1047,io_bound,2,128,4,0.73,181,4
1048,io_bound,6,128,8,0.86,214,3
1049,interactive,3,128,3,0.68,291,3
1050,io_bound,3,128,8,0.84,113,1
1051,mixed,7,128,22,0.53,253,2
1052,interactive,1,128,1,0.48,366,1
1053,cpu_bound,20,129,31,0.06,1798,11
1054,mixed,5,129,13,0.5,430,4
1055,io_bound,5,129,4,0.94,255,1
1056,interactive,4,129,2,0.49,425,1
1057,interactive,4,129,5,0.71,78,3
1058,mixed,13,130,10,0.37,521,7
1059,cpu_bound,11,130,24,0.16,1727,8
1060,cpu_bound,14,130,53,0.14,824,12
1061,interactive,1,130,5,0.62,296,3
1062,interactive,1,130,1,0.68,122,1
1063,cpu_bound,12,130,43,0.19,1013,16
1064,io_bound,6,130,5,0.69,48,1
1065,io_bound,1,130,6,0.87,68,4
1066,mixed,14,131,17,0.31,902,3
1067,io_bound,9,131,1,0.95,49,4
1068,io_bound,8,131,3,0.92,175,4
1069,interactive,2,131,1,0.42,250,4
1070,io_bound,4,131,9,0.86,167,1
1071,interactive,1,131,3,0.5,156,1
1072,mixed,9,132,17,0.36,861,4
1073,io_bound,2,132,6,0.67,201,3
1074,cpu_bound,18,132,52,0.15,884,16
1075,interactive,3,132,4,0.8,111,3
1076,io_bound,9,132,2,0.85,43,2
1077,mixed,15,132,20,0.6,338,7
1078,mixed,15,132,9,0.34,279,5
1079,cpu_bound,13,132,56,0.06,794,5
1080,cpu_bound,16,132,39,0.11,1154,14
1081,io_bound,10,132,9,0.94,234,3
1082,cpu_bound,18,132,29,0.14,542,15
1083,interactive,5,132,4,0.79,187,4
1084,mixed,10,133,10,0.43,418,7
1085,io_bound,4,133,1,0.75,147,3
1086,mixed,10,133,23,0.38,691,2
1087,mixed,10,133,9,0.51,741,5
1088,io_bound,8,134,4,0.92,92,1
1089,interactive,1,134,1,0.49,449,2
1090,io_bound,1,134,7,0.68,101,1
1091,io_bound,7,134,6,0.89,115,2
1092,cpu_bound,16,135,49,0.2,1730,13
1093,mixed,6,135,11,0.39,474,6
1094,mixed,15,135,24,0.43,169,6
1095,mixed,11,135,19,0.48,339,3
1096,io_bound,3,135,2,0.76,216,3
1097,io_bound,10,135,5,0.91,112,1
1098,interactive,2,135,3,0.75,120,3
1099,io_bound,3,135,1,0.67,142,3
1100,mixed,12,136,30,0.42,320,6
1101,io_bound,3,136,5,0.95,165,2
1102,io_bound,8,136,5,0.89,165,4
1103,mixed,12,136,11,0.44,496,2
1104,cpu_bound,15,136,19,0.09,726,5
1105,interactive,3,136,2,0.46,510,1
1106,io_bound,6,136,5,0.67,212,3
1107,io_bound,7,136,8,0.79,175,1
1108,mixed,7,136,22,0.45,825,7
1109,cpu_bound,17,137,35,0.18,1090,16
1110,io_bound,9,138,7,0.69,230,3
1111,io_bound,5,138,6,0.94,35,2
1112,io_bound,5,138,1,0.68,217,4
1113,interactive,1,138,2,0.42,106,3
1114,cpu_bound,11,139,43,0.18,652,13
1115,cpu_bound,12,139,28,0.15,1048,6
1116,cpu_bound,18,139,23,0.15,1337,7
1117,cpu_bound,17,139,23,0.14,612,12
1118,io_bound,1,139,1,0.7,200,3
1119,mixed,8,139,21,0.56,214,2
1120,mixed,8,139,16,0.34,538,2
1121,interactive,4,139,1,0.73,420,4
1122,io_bound,10,140,1,0.87,245,3
1123,mixed,6,140,24,0.48,602,4
1124,mixed,6,140,16,0.56,1014,2
1125,io_bound,2,140,9,0.73,113,4
1126,io_bound,2,140,2,0.75,214,2
1127,mixed,7,140,18,0.45,410,5
1128,cpu_bound,16,140,27,0.06,1013,6
1129,mixed,5,141,10,0.5,919,4
1130,mixed,12,141,9,0.52,166,2
1131,cpu_bound,13,141,20,0.18,1576,14
1132,mixed,8,141,18,0.4,618,2
1133,cpu_bound,16,141,22,0.16,1074,9
1134,mixed,5,141,21,0.3,458,5
1135,cpu_bound,12,141,28,0.17,804,7
1136,io_bound,7,142,1,0.71,185,2
1137,cpu_bound,11,142,34,0.1,1769,13
1138,cpu_bound,10,142,46,0.07,992,14
1139,io_bound,1,142,2,0.68,77,2
1140,io_bound,1,142,6,0.68,125,4
1141,io_bound,9,142,4,0.66,36,3
1142,cpu_bound,19,142,23,0.08,842,5
1143,interactive,4,142,4,0.78,406,1
1144,interactive,2,142,1,0.8,155,2
1145,io_bound,1,143,6,0.67,244,3
1146,cpu_bound,15,143,44,0.07,1579,14
1147,mixed,11,143,19,0.37,209,5
1148,io_bound,8,143,1,0.93,126,2
1149,io_bound,5,143,8,0.78,204,3
1150,cpu_bound,16,144,35,0.2,1359,11
1151,cpu_bound,14,144,25,0.13,1689,7
1152,io_bound,3,144,5,0.91,200,1
1153,mixed,13,144,12,0.31,521,7
1154,io_bound,2,144,6,0.89,202,4
1155,cpu_bound,14,144,40,0.16,1234,12
1156,io_bound,1,145,1,0.91,71,2
1157,cpu_bound,19,145,32,0.12,1557,11
1158,interactive,2,145,1,0.74,498,1
1159,mixed,11,145,22,0.37,578,7
1160,mixed,10,145,12,0.49,749,5
1161,mixed,10,145,11,0.57,472,6
1162,io_bound,2,146,2,0.88,114,3
1163,mixed,5,146,6,0.57,680,6
1164,interactive,4,146,4,0.55,411,4
1165,cpu_bound,18,146,32,0.13,1153,16
1166,interactive,1,146,1,0.6,315,2
1167,io_bound,9,146,1,0.7,241,2
1168,io_bound,10,147,6,0.84,245,1
1169,mixed,6,147,9,0.43,994,2
1170,cpu_bound,10,147,29,0.19,1570,14
1171,interactive,2,147,1,0.69,491,2
1172,io_bound,8,147,6,0.79,66,3
1173,io_bound,5,147,3,0.78,44,3
1174,io_bound,9,148,3,0.69,206,4
1175,mixed,14,148,20,0.46,745,3
1176,mixed,13,148,16,0.55,608,7
1177,io_bound,7,149,2,0.81,90,3
1178,io_bound,5,149,4,0.79,66,2
1179,io_bound,5,149,1,0.71,210,3
1180,interactive,4,149,1,0.68,394,3
1181,interactive,2,149,3,0.64,151,4
1182,interactive,3,150,1,0.66,118,3
1183,io_bound,3,150,4,0.72,113,3
1184,interactive,5,150,2,0.69,303,4
1185,mixed,9,151,20,0.52,747,7
1186,mixed,13,151,13,0.38,687,6
1187,mixed,10,151,18,0.57,136,8
1188,io_bound,3,151,1,0.75,137,4
1189,io_bound,6,152,6,0.8,202,4
1190,mixed,15,153,25,0.59,204,5
1191,mixed,8,153,4,0.51,577,6
1192,mixed,10,153,19,0.31,907,5
1193,cpu_bound,14,153,35,0.14,526,12
1194,mixed,5,153,25,0.58,367,3
1195,mixed,10,153,12,0.44,837,3
1196,interactive,2,153,1,0.81,499,4
1197,cpu_bound,10,153,36,0.19,1873,7
1198,io_bound,2,153,4,0.74,156,4
1199,interactive,5,153,2,0.66,113,4
1200,mixed,9,153,18,0.33,827,3
1201,cpu_bound,15,154,25,0.11,1357,15
1202,cpu_bound,17,154,36,0.05,1857,16
1203,io_bound,9,154,4,0.89,187,4
1204,io_bound,8,155,2,0.92,38,4
1205,interactive,3,155,1,0.63,118,3
1206,io_bound,1,155,2,0.79,85,2
1207,mixed,14,155,13,0.38,547,7
1208,io_bound,7,155,3,0.87,138,2
1209,mixed,13,155,10,0.38,518,7
1210,cpu_bound,13,155,27,0.09,974,11
1211,mixed,12,156,26,0.5,644,3
1212,io_bound,7,156,1,0.71,52,1
1213,mixed,9,156,15,0.34,887,5
1214,io_bound,8,157,4,0.81,195,3
1215,mixed,14,157,8,0.58,752,7
1216,mixed,13,158,17,0.41,419,2
1217,cpu_bound,10,159,38,0.07,516,10
1218,interactive,4,159,1,0.61,328,3
1219,mixed,11,159,19,0.31,486,6
1220,mixed,9,159,23,0.41,338,6
1221,mixed,15,159,4,0.52,378,2
1222,io_bound,6,159,8,0.88,229,2
1223,cpu_bound,15,159,31,0.14,1865,8
1224,io_bound,9,160,1,0.77,89,1
1225,cpu_bound,10,160,42,0.19,653,11
1226,cpu_bound,15,160,22,0.17,1914,16
1227,cpu_bound,16,160,33,0.13,1846,16
1228,cpu_bound,12,161,24,0.06,1400,14
1229,io_bound,10,161,2,0.93,200,2
1230,mixed,11,161,6,0.33,234,7
1231,io_bound,4,161,1,0.87,183,3
1232,io_bound,10,161,3,0.8,201,4
1233,cpu_bound,13,161,45,0.11,677,8
1234,cpu_bound,13,161,37,0.2,1400,9
1235,interactive,3,162,1,0.74,267,2
1236,mixed,7,162,21,0.41,202,3
1237,mixed,7,163,22,0.4,153,5
1238,cpu_bound,20,163,31,0.11,1390,11
1239,mixed,15,163,14,0.52,429,8
1240,interactive,2,164,1,0.76,324,2
1241,mixed,6,164,18,0.36,371,5
1242,io_bound,9,164,6,0.78,95,2
1243,io_bound,6,164,9,0.82,121,4
1244,mixed,12,165,14,0.57,278,8
1245,cpu_bound,20,165,21,0.06,738,13
1246,interactive,2,165,3,0.6,315,2
1247,io_bound,10,165,1,0.89,117,3
1248,io_bound,8,165,7,0.78,188,4
1249,cpu_bound,20,165,22,0.16,946,8
1250,cpu_bound,17,165,17,0.05,1547,11
1251,interactive,2,165,3,0.79,406,4
1252,io_bound,6,165,3,0.93,223,3
1253,mixed,11,166,11,0.31,357,7
1254,io_bound,10,166,1,0.79,126,1
1255,io_bound,3,166,1,0.67,53,4
1256,cpu_bound,18,166,20,0.11,1989,14
1257,io_bound,4,166,6,0.91,158,4
1258,interactive,5,167,2,0.73,350,2
1259,cpu_bound,18,167,35,0.06,1257,12
1260,interactive,4,167,1,0.75,290,2
1261,interactive,4,167,4,0.67,397,3
1262,mixed,7,167,22,0.3,626,2
1263,interactive,4,167,4,0.61,84,1
1264,mixed,10,167,19,0.34,453,7
1265,io_bound,5,168,4,0.66,143,1
1266,mixed,8,168,26,0.47,301,7
1267,mixed,12,168,6,0.39,882,2
1268,cpu_bound,17,168,50,0.06,1248,10
1269,mixed,11,168,27,0.58,532,7
1270,io_bound,8,168,2,0.93,69,4
1271,io_bound,2,168,7,0.89,140,4
1272,mixed,11,169,23,0.58,331,2
1273,io_bound,10,169,3,0.75,76,3
1274,interactive,4,169,6,0.72,254,4
1275,interactive,3,169,4,0.47,232,4
1276,cpu_bound,16,169,45,0.11,1275,4
1277,cpu_bound,14,170,37,0.15,1267,11
1278,io_bound,4,170,2,0.92,145,1
1279,interactive,1,171,4,0.48,499,3
1280,interactive,4,171,1,0.54,233,3
1281,cpu_bound,18,171,36,0.07,595,10
1282,cpu_bound,19,171,46,0.19,1686,4
1283,io_bound,1,172,8,0.84,127,3
1284,mixed,14,172,18,0.33,437,4
1285,mixed,14,172,24,0.43,488,4
1286,cpu_bound,12,172,47,0.13,1805,13
1287,cpu_bound,11,173,36,0.14,1617,12
1288,interactive,3,173,2,0.47,320,2
1289,cpu_bound,19,173,43,0.06,824,13
1290,io_bound,8,174,4,0.81,120,3
1291,cpu_bound,16,174,17,0.12,1146,13
1292,cpu_bound,15,174,39,0.11,1734,15
1293,mixed,7,174,19,0.54,213,2
1294,cpu_bound,12,174,31,0.18,1761,14
1295,interactive,3,175,3,0.82,208,3
1296,io_bound,3,175,2,0.9,165,2
1297,cpu_bound,16,175,47,0.15,1074,8
1298,cpu_bound,17,175,43,0.1,1918,12
1299,mixed,11,175,10,0.49,941,3
1300,cpu_bound,18,176,25,0.08,1177,14
